pr_number,title,state,submitter,submitter_repos,submitter_company,created_at,merged_at,updated_at,html_url,domain_primary,domain_secondary,category,description,tech_stack,has_agent_card,has_resolved_sh,has_llms_txt,scrape_title,scrape_desc,is_deprecation,notes,enriched
1114,Add Primev FastRPC facilitator to ecosystem,closed,techgangboss,,,2026-02-07,,2026-03-01T03:51:37Z,https://github.com/coinbase/x402/pull/1114,,,,,,,,,,,,,False
1108,Add KAMIYO to ecosystem,closed,kamiyo-ai,,,2026-02-06,2026-02-11T17:07:02Z,2026-02-11T17:07:02Z,https://github.com/coinbase/x402/pull/1108,,,,,,,,,,,,,False
1096,Add x402lint to ecosystem,closed,rawgroundbeef,,,2026-02-05,2026-02-06T00:01:44Z,2026-02-06T00:01:44Z,https://github.com/coinbase/x402/pull/1096,,,,,,,,,,,,,False
1095,Arbitrage edge,closed,lobsterbar2027-boop,,,2026-02-05,,2026-03-16T21:22:37Z,https://github.com/coinbase/x402/pull/1095,,,,,,,,,,,,,False
1086,Add dotfile.sg x402 services (20 AI endpoints),closed,dotfile-adam,,,2026-02-05,,2026-02-05T00:46:32Z,https://github.com/coinbase/x402/pull/1086,,,,,,,,,,,,,False
1084,Add Max's x402 LLM API to ecosystem,closed,AImaxAImax,,,2026-02-04,,2026-02-23T01:53:37Z,https://github.com/coinbase/x402/pull/1084,,,,,,,,,,,,,False
1082,feat: auor.io ecosystem partner,closed,hvolschenk,,,2026-02-03,2026-02-04T01:44:30Z,2026-02-04T01:44:47Z,https://github.com/coinbase/x402/pull/1082,,,,,,,,,,,,,False
1080,Arbitrage edge,closed,lobsterbar2027-boop,,,2026-02-03,,2026-02-03T19:22:14Z,https://github.com/coinbase/x402/pull/1080,,,,,,,,,,,,,False
1078,svg -> png logo change,closed,cal-cmd,,,2026-02-03,2026-02-04T02:28:46Z,2026-02-04T02:28:46Z,https://github.com/coinbase/x402/pull/1078,,,,,,,,,,,,,False
1077,--fix: change 0xmeta logo,closed,0xmetaHQ,,,2026-02-03,2026-02-03T15:20:25Z,2026-02-03T15:20:25Z,https://github.com/coinbase/x402/pull/1077,,,,,,,,,,,,,False
1073,changed logos,closed,cal-cmd,,,2026-02-03,2026-02-03T02:33:59Z,2026-02-03T03:00:58Z,https://github.com/coinbase/x402/pull/1073,,,,,,,,,,,,,False
1069,Arbitrage edge,closed,lobsterbar2027-boop,,,2026-02-02,,2026-02-03T02:29:01Z,https://github.com/coinbase/x402/pull/1069,,,,,,,,,,,,,False
1066,Add Agent Church to x402 ecosystem,closed,BitBrujo,,,2026-02-02,,2026-02-23T01:52:31Z,https://github.com/coinbase/x402/pull/1066,,,,,,,,,,,,,False
1061,feat: Add V402Pay metadata and logo for x402 ecosystem,closed,oreoft,,,2026-01-30,2026-02-23T23:28:13Z,2026-02-23T23:28:13Z,https://github.com/coinbase/x402/pull/1061,,,,,,,,,,,,,False
1060,feat: Add x402-watch to ecosystem partners,closed,logiccrafterdz,,,2026-01-30,2026-02-05T00:52:52Z,2026-02-05T00:52:52Z,https://github.com/coinbase/x402/pull/1060,,,,,,,,,,,,,False
1059,Add ArbitrageEdge Sports Arbitrage API to x402 Ecosystem,closed,lobsterbar2027-boop,,,2026-01-30,,2026-02-03T01:08:34Z,https://github.com/coinbase/x402/pull/1059,,,,,,,,,,,,,False
1058,Add x402 Playground to Ecosystem,closed,Zlerp,,,2026-01-30,2026-01-30T20:29:22Z,2026-01-30T20:29:22Z,https://github.com/coinbase/x402/pull/1058,,,,,,,,,,,,,False
1055,P-Link x402 MCP,open,paracetamol951,,,2026-01-30,,2026-03-25T09:59:32Z,https://github.com/coinbase/x402/pull/1055,,,,,,,,,,,,,False
1047,feat(ecosystem): add zauth - trust infrastructure for x402,closed,zauthofficial,,,2026-01-29,2026-02-03T02:03:33Z,2026-02-03T02:03:37Z,https://github.com/coinbase/x402/pull/1047,,,,,,,,,,,,,False
1046,added adprompt metadata and logo,closed,cal-cmd,,,2026-01-29,2026-02-01T13:01:09Z,2026-02-01T13:01:09Z,https://github.com/coinbase/x402/pull/1046,,,,,,,,,,,,,False
1045,Add Primer SDK to existing Primer ecosystem listing,closed,primersystems-dev,,,2026-01-28,2026-01-29T17:54:19Z,2026-01-29T17:54:19Z,https://github.com/coinbase/x402/pull/1045,,,,,,,,,,,,,False
1043,feat: add agently to x402 ecosystem,closed,gjj,,,2026-01-28,2026-01-28T16:01:49Z,2026-01-28T16:01:49Z,https://github.com/coinbase/x402/pull/1043,,,,,,,,,,,,,False
1040,Added Primer Pay to Client-side Integrations,closed,primersystems-dev,,,2026-01-27,2026-01-28T16:07:26Z,2026-01-28T16:07:27Z,https://github.com/coinbase/x402/pull/1040,,,,,,,,,,,,,False
1034,Ecosystem: Update facilitator cards to optionally include facilitator addresses,closed,notorious-d-e-v,,,2026-01-27,2026-01-27T12:49:36Z,2026-01-27T12:49:36Z,https://github.com/coinbase/x402/pull/1034,,,,,,,,,,,,,False
1022,Add Einstein AI to ecosystem partners,closed,ChuXo,,,2026-01-24,2026-01-28T16:15:11Z,2026-01-28T16:15:11Z,https://github.com/coinbase/x402/pull/1022,,,,,,,,,,,,,False
1018,fix: (Kobaru Facilitator) removed stray character causing JSON parsing error,closed,fabriciogava,,,2026-01-23,2026-01-23T18:11:56Z,2026-01-23T18:11:56Z,https://github.com/coinbase/x402/pull/1018,,,,,,,,,,,,,False
998,Add SocioLogic to the x402 ecosystem,closed,SocioLogicAI,,,2026-01-21,2026-01-23T20:40:42Z,2026-01-23T20:40:42Z,https://github.com/coinbase/x402/pull/998,,,,,,,,,,,,,False
996,feat: add P402 as Facilitator,open,Z333Q,,,2026-01-20,,2026-02-18T00:07:29Z,https://github.com/coinbase/x402/pull/996,,,,,,,,,,,,,False
994,Add x402r to ecosystem,closed,vraspar,,,2026-01-20,2026-01-20T20:51:47Z,2026-01-20T20:51:47Z,https://github.com/coinbase/x402/pull/994,,,,,,,,,,,,,False
992,feat: Add Exo-Mariner App to Ecosystem,closed,whiskerspop,,,2026-01-19,,2026-02-06T14:48:39Z,https://github.com/coinbase/x402/pull/992,,,,,,,,,,,,,False
990,Add ICPAY to ecosystem,closed,Kixo,,,2026-01-19,2026-01-28T21:43:15Z,2026-01-28T21:43:18Z,https://github.com/coinbase/x402/pull/990,,,,,,,,,,,,,False
989,Adding OMNI-ORACLE to the ecosystem,closed,Multi-DAC,,,2026-01-19,,2026-01-21T07:48:55Z,https://github.com/coinbase/x402/pull/989,,,,,,,,,,,,,False
986,Add SolPay to ecosystem,closed,benniethedev,,,2026-01-17,2026-01-19T20:04:54Z,2026-01-19T20:04:54Z,https://github.com/coinbase/x402/pull/986,,,,,,,,,,,,,False
973,Add AutoIncentive Facilitator to ecosystem,closed,Concorde89,,,2026-01-16,2026-01-16T02:37:26Z,2026-01-16T02:37:26Z,https://github.com/coinbase/x402/pull/973,,,,,,,,,,,,,False
971,feat(ecosystem): Add QuantumShield API to Services/Endpoints,closed,mbennett-labs,,,2026-01-15,2026-02-23T23:31:00Z,2026-02-23T23:31:00Z,https://github.com/coinbase/x402/pull/971,,,,,,,,,,,,,False
970,Add Dexter to ecosystem,closed,BranchManager69,,,2026-01-15,2026-01-16T19:45:11Z,2026-01-16T19:45:11Z,https://github.com/coinbase/x402/pull/970,,,,,,,,,,,,,False
969,Feat: BlackSwan Added to Ecosystem Partners,closed,bilalmotiwala,,,2026-01-15,2026-01-16T19:45:55Z,2026-01-16T19:45:55Z,https://github.com/coinbase/x402/pull/969,,,,,,,,,,,,,False
964,Move ecosystem files in wrong place,closed,SebastianBitsch,,,2026-01-14,2026-01-15T02:13:07Z,2026-01-15T02:13:07Z,https://github.com/coinbase/x402/pull/964,,,,,,,,,,,,,False
962,feat(stacks): add Stacks blockchain ecosystem support,open,whoabuddy,,,2026-01-14,,2026-03-26T13:38:57Z,https://github.com/coinbase/x402/pull/962,,,,,,,,,,,,,False
955,Update Numbers Protocol logo for light theme,closed,bafu,,,2026-01-13,2026-01-13T23:13:44Z,2026-01-14T06:47:43Z,https://github.com/coinbase/x402/pull/955,,,,,,,,,,,,,False
948,Add Nous API to ecosystem,closed,Aboozle1,,,2026-01-12,,2026-02-23T01:49:29Z,https://github.com/coinbase/x402/pull/948,,,,,,,,,,,,,False
942,Add OpenFacilitator to ecosystem,closed,rawgroundbeef,,,2026-01-09,2026-01-19T08:13:12Z,2026-01-19T08:13:15Z,https://github.com/coinbase/x402/pull/942,,,,,,,,,,,,,False
939,Add Synapse x402 Explorer to ecosystem,open,web3luka,,,2026-01-09,,2026-01-20T20:53:22Z,https://github.com/coinbase/x402/pull/939,,,,,,,,,,,,,False
936,Add BlockRun.AI to x402 ecosystem,closed,1bcMax,,,2026-01-09,2026-01-19T23:45:37Z,2026-01-19T23:45:37Z,https://github.com/coinbase/x402/pull/936,,,,,,,,,,,,,False
934,Add x402jobs to ecosystem,closed,rawgroundbeef,,,2026-01-08,2026-01-08T23:39:11Z,2026-01-08T23:39:11Z,https://github.com/coinbase/x402/pull/934,,,,,,,,,,,,,False
932,Update Heurist ecosystem projects,closed,wjw12,,,2026-01-08,2026-01-08T22:07:04Z,2026-01-08T22:07:04Z,https://github.com/coinbase/x402/pull/932,,,,,,,,,,,,,False
923,Add RelAI to ecosystem,closed,web3luka,,,2026-01-07,2026-01-14T16:48:59Z,2026-01-14T16:49:00Z,https://github.com/coinbase/x402/pull/923,,,,,,,,,,,,,False
922,New Ecosystem member x402wall,closed,calicwhat,,,2026-01-07,2026-01-08T10:33:05Z,2026-01-08T10:33:05Z,https://github.com/coinbase/x402/pull/922,,,,,,,,,,,,,False
920,Add NonceArt to Ecosystem,open,0xartist,,,2026-01-07,,2026-01-28T18:29:28Z,https://github.com/coinbase/x402/pull/920,,,,,,,,,,,,,False
913,Add oops402 to ecosystem,closed,krebit,,,2026-01-06,2026-01-07T21:28:47Z,2026-01-07T21:28:47Z,https://github.com/coinbase/x402/pull/913,,,,,,,,,,,,,False
910,feat: add Kobaru to x402 Ecosystem Website,closed,fabriciogava,,,2026-01-06,2026-01-12T21:57:19Z,2026-01-23T16:31:10Z,https://github.com/coinbase/x402/pull/910,,,,,,,,,,,,,False
899,Add 0xmeta.ai to ecosystem partners list,closed,0xmetaHQ,,,2026-01-02,2026-02-01T09:07:18Z,2026-02-01T09:07:18Z,https://github.com/coinbase/x402/pull/899,,,,,,,,,,,,,False
891,feat(ecosystem): Add QuantumShield API to Services/Endpoints,closed,mbennett-labs,,,2025-12-31,,2026-01-15T23:42:20Z,https://github.com/coinbase/x402/pull/891,,,,,,,,,,,,,False
889,Add Primer to ecosystem (Facilitator + Client & Server SDK),closed,primersystems-dev,,,2025-12-30,2026-01-29T17:51:59Z,2026-01-29T17:51:59Z,https://github.com/coinbase/x402/pull/889,,,,,,,,,,,,,False
812,Add Nevermined to x402 ecosystem,closed,r-marques,,,2025-12-17,2026-01-06T16:10:24Z,2026-01-06T16:10:24Z,https://github.com/coinbase/x402/pull/812,,,,,,,,,,,,,False
744,Add Imference to x402 ecosystem,closed,letroglodyte,,,2025-12-10,2026-01-26T16:46:29Z,2026-01-26T16:46:30Z,https://github.com/coinbase/x402/pull/744,,,,,,,,,,,,,False
736,Add Crypto Sentiment API to ecosystem,closed,lobsterbar2027-boop,,,2025-12-09,2026-01-28T17:53:32Z,2026-01-28T17:53:32Z,https://github.com/coinbase/x402/pull/736,,,,,,,,,,,,,False
718,Add Numbers Protocol to Ecosystem: Seamless payment for content licenses and Receipt NFTs,closed,bafu,,,2025-12-04,2026-01-12T21:58:17Z,2026-01-13T09:09:31Z,https://github.com/coinbase/x402/pull/718,,,,,,,,,,,,,False
674,P-Link x402 MCP,closed,paracetamol951,,,2025-11-24,,2026-01-30T16:55:45Z,https://github.com/coinbase/x402/pull/674,,,,,,,,,,,,,False
624,chore: Add 1Pay.ing (Client-Side Integrations) to ecosystem,closed,zensh,,,2025-11-10,2026-01-20T20:57:36Z,2026-01-20T20:57:37Z,https://github.com/coinbase/x402/pull/624,,,,,,,,,,,,,False
618,feat: adding slinkylayer to ecosystem,closed,sudomon,,,2025-11-08,2026-01-23T19:40:34Z,2026-01-23T19:40:35Z,https://github.com/coinbase/x402/pull/618,,,,,,,,,,,,,False
563,Adding QuickNode Ruby gems to Ecosystem,closed,Sahilsen,,,2025-10-31,2026-01-09T18:02:49Z,2026-01-09T18:02:50Z,https://github.com/coinbase/x402/pull/563,,,,,,,,,,,,,False
554,Add x402-go to ecosystem partners,closed,ezynda3,,,2025-10-30,2026-02-01T03:01:19Z,2026-02-01T03:01:19Z,https://github.com/coinbase/x402/pull/554,,,,,,,,,,,,,False
